question_id,question,k,nugget,best_rouge1_f1,best_rougel_f1,best_rouge_combined,best_bm25_normalized,best_rouge1_rank,best_rougel_rank,best_bm25_rank
BQ011,Do processing delays up to 72 hours at room temperature or 4 degrees Celsius significantly affect plasma cytokines?,1,plasma cytokines did not show significant changes,0.0,0.0,0.0,0.0,,,
BQ011,Do processing delays up to 72 hours at room temperature or 4 degrees Celsius significantly affect plasma cytokines?,1,the study included healthy volunteers and ICU patients,0.0,0.0,0.0,0.0,,,
BQ011,Do processing delays up to 72 hours at room temperature or 4 degrees Celsius significantly affect plasma cytokines?,3,delayed processing was tested up to 72 hours,0.0,0.0,0.0,0.0,,,
BQ011,Do processing delays up to 72 hours at room temperature or 4 degrees Celsius significantly affect plasma cytokines?,3,samples were stored at room temperature or 4 degrees Celsius before processing,0.0,0.0,0.0,0.0,,,
BQ011,Do processing delays up to 72 hours at room temperature or 4 degrees Celsius significantly affect plasma cytokines?,3,plasma cytokines did not show significant changes,0.0,0.0,0.0,0.0,,,
BQ011,Do processing delays up to 72 hours at room temperature or 4 degrees Celsius significantly affect plasma cytokines?,3,the study included healthy volunteers and ICU patients,0.0,0.0,0.0,0.0,,,
BQ011,Do processing delays up to 72 hours at room temperature or 4 degrees Celsius significantly affect plasma cytokines?,5,delayed processing was tested up to 72 hours,0.0,0.0,0.0,0.0,,,
BQ011,Do processing delays up to 72 hours at room temperature or 4 degrees Celsius significantly affect plasma cytokines?,5,samples were stored at room temperature or 4 degrees Celsius before processing,0.0,0.0,0.0,0.0,,,
BQ011,Do processing delays up to 72 hours at room temperature or 4 degrees Celsius significantly affect plasma cytokines?,5,plasma cytokines did not show significant changes,0.0,0.0,0.0,0.0,,,
BQ011,Do processing delays up to 72 hours at room temperature or 4 degrees Celsius significantly affect plasma cytokines?,5,the study included healthy volunteers and ICU patients,0.0,0.0,0.0,0.0,,,
BQ011,Do processing delays up to 72 hours at room temperature or 4 degrees Celsius significantly affect plasma cytokines?,10,delayed processing was tested up to 72 hours,0.0,0.0,0.0,0.0,,,
BQ011,Do processing delays up to 72 hours at room temperature or 4 degrees Celsius significantly affect plasma cytokines?,10,samples were stored at room temperature or 4 degrees Celsius before processing,0.0,0.0,0.0,0.0,,,
BQ011,Do processing delays up to 72 hours at room temperature or 4 degrees Celsius significantly affect plasma cytokines?,10,plasma cytokines did not show significant changes,0.0,0.0,0.0,0.0,,,
BQ011,Do processing delays up to 72 hours at room temperature or 4 degrees Celsius significantly affect plasma cytokines?,10,the study included healthy volunteers and ICU patients,0.0,0.0,0.0,0.0,,,
BQ012,Are plasma chemokines stable after delayed processing up to 72 hours at room temperature or 4 degrees Celsius?,1,chemokines were measured in plasma,0.0,0.0,0.0,0.0,,,
BQ012,Are plasma chemokines stable after delayed processing up to 72 hours at room temperature or 4 degrees Celsius?,1,delayed sample processing reached 72 hours,0.0,0.0,0.0,0.0,,,
BQ012,Are plasma chemokines stable after delayed processing up to 72 hours at room temperature or 4 degrees Celsius?,1,room temperature and 4 degrees Celsius storage were tested,0.0,0.0,0.0,0.0,,,
BQ012,Are plasma chemokines stable after delayed processing up to 72 hours at room temperature or 4 degrees Celsius?,1,no significant changes were observed for chemokines,0.0,0.0,0.0,0.0,,,
BQ012,Are plasma chemokines stable after delayed processing up to 72 hours at room temperature or 4 degrees Celsius?,3,chemokines were measured in plasma,0.0,0.0,0.0,0.0,,,
BQ012,Are plasma chemokines stable after delayed processing up to 72 hours at room temperature or 4 degrees Celsius?,3,delayed sample processing reached 72 hours,0.0,0.0,0.0,0.0,,,
BQ012,Are plasma chemokines stable after delayed processing up to 72 hours at room temperature or 4 degrees Celsius?,3,room temperature and 4 degrees Celsius storage were tested,0.0,0.0,0.0,0.0,,,
BQ012,Are plasma chemokines stable after delayed processing up to 72 hours at room temperature or 4 degrees Celsius?,3,no significant changes were observed for chemokines,0.0,0.0,0.0,0.0,,,
BQ012,Are plasma chemokines stable after delayed processing up to 72 hours at room temperature or 4 degrees Celsius?,5,chemokines were measured in plasma,0.0,0.0,0.0,0.0,,,
BQ012,Are plasma chemokines stable after delayed processing up to 72 hours at room temperature or 4 degrees Celsius?,5,delayed sample processing reached 72 hours,0.0,0.0,0.0,0.0,,,
BQ012,Are plasma chemokines stable after delayed processing up to 72 hours at room temperature or 4 degrees Celsius?,5,room temperature and 4 degrees Celsius storage were tested,0.0,0.0,0.0,0.0,,,
BQ012,Are plasma chemokines stable after delayed processing up to 72 hours at room temperature or 4 degrees Celsius?,5,no significant changes were observed for chemokines,0.0,0.0,0.0,0.0,,,
BQ012,Are plasma chemokines stable after delayed processing up to 72 hours at room temperature or 4 degrees Celsius?,10,chemokines were measured in plasma,0.0,0.0,0.0,0.0,,,
BQ012,Are plasma chemokines stable after delayed processing up to 72 hours at room temperature or 4 degrees Celsius?,10,delayed sample processing reached 72 hours,0.0,0.0,0.0,0.0,,,
BQ012,Are plasma chemokines stable after delayed processing up to 72 hours at room temperature or 4 degrees Celsius?,10,room temperature and 4 degrees Celsius storage were tested,0.0,0.0,0.0,0.0,,,
BQ012,Are plasma chemokines stable after delayed processing up to 72 hours at room temperature or 4 degrees Celsius?,10,no significant changes were observed for chemokines,0.0,0.0,0.0,0.0,,,
BQ013,Is plasma cell-free DNA affected by sample processing delays up to 72 hours at room temperature or 4 degrees Celsius?,1,cfDNA was measured in plasma,0.0,0.0,0.0,0.0,,,
BQ013,Is plasma cell-free DNA affected by sample processing delays up to 72 hours at room temperature or 4 degrees Celsius?,1,delays up to 72 hours were tested,0.0,0.0,0.0,0.0,,,
BQ013,Is plasma cell-free DNA affected by sample processing delays up to 72 hours at room temperature or 4 degrees Celsius?,1,both room temperature and 4 degrees Celsius were tested,0.0,0.0,0.0,0.0,,,
BQ013,Is plasma cell-free DNA affected by sample processing delays up to 72 hours at room temperature or 4 degrees Celsius?,1,no significant changes were observed for cfDNA,0.0,0.0,0.0,0.0,,,
BQ013,Is plasma cell-free DNA affected by sample processing delays up to 72 hours at room temperature or 4 degrees Celsius?,3,cfDNA was measured in plasma,0.0,0.0,0.0,0.0,,,
BQ013,Is plasma cell-free DNA affected by sample processing delays up to 72 hours at room temperature or 4 degrees Celsius?,3,delays up to 72 hours were tested,0.0,0.0,0.0,0.0,,,
BQ013,Is plasma cell-free DNA affected by sample processing delays up to 72 hours at room temperature or 4 degrees Celsius?,3,both room temperature and 4 degrees Celsius were tested,0.0,0.0,0.0,0.0,,,
BQ013,Is plasma cell-free DNA affected by sample processing delays up to 72 hours at room temperature or 4 degrees Celsius?,3,no significant changes were observed for cfDNA,0.0,0.0,0.0,0.0,,,
BQ013,Is plasma cell-free DNA affected by sample processing delays up to 72 hours at room temperature or 4 degrees Celsius?,5,cfDNA was measured in plasma,0.0,0.0,0.0,0.0,,,
BQ013,Is plasma cell-free DNA affected by sample processing delays up to 72 hours at room temperature or 4 degrees Celsius?,5,delays up to 72 hours were tested,0.0,0.0,0.0,0.0,,,
BQ013,Is plasma cell-free DNA affected by sample processing delays up to 72 hours at room temperature or 4 degrees Celsius?,5,both room temperature and 4 degrees Celsius were tested,0.0,0.0,0.0,0.0,,,
BQ013,Is plasma cell-free DNA affected by sample processing delays up to 72 hours at room temperature or 4 degrees Celsius?,5,no significant changes were observed for cfDNA,0.0,0.0,0.0,0.0,,,
BQ013,Is plasma cell-free DNA affected by sample processing delays up to 72 hours at room temperature or 4 degrees Celsius?,10,cfDNA was measured in plasma,0.0,0.0,0.0,0.0,,,
BQ013,Is plasma cell-free DNA affected by sample processing delays up to 72 hours at room temperature or 4 degrees Celsius?,10,delays up to 72 hours were tested,0.0,0.0,0.0,0.0,,,
BQ013,Is plasma cell-free DNA affected by sample processing delays up to 72 hours at room temperature or 4 degrees Celsius?,10,both room temperature and 4 degrees Celsius were tested,0.0,0.0,0.0,0.0,,,
BQ013,Is plasma cell-free DNA affected by sample processing delays up to 72 hours at room temperature or 4 degrees Celsius?,10,no significant changes were observed for cfDNA,0.0,0.0,0.0,0.0,,,
BQ014,Does delayed processing up to 72 hours affect plasma blood clotting potential measured by thrombin generation?,1,blood clotting potential was measured by thrombin generation assay,0.0879,0.0659,0.0769,0.0816,1,1,1
BQ014,Does delayed processing up to 72 hours affect plasma blood clotting potential measured by thrombin generation?,1,delayed processing was tested up to 72 hours,0.1333,0.1333,0.1333,0.2769,1,1,1
BQ014,Does delayed processing up to 72 hours affect plasma blood clotting potential measured by thrombin generation?,1,room temperature and 4 degrees Celsius were tested,0.0667,0.0667,0.0667,0.0856,1,1,1
BQ014,Does delayed processing up to 72 hours affect plasma blood clotting potential measured by thrombin generation?,1,thrombin formation was not significantly affected,0.0909,0.0909,0.0909,0.1518,1,1,1
BQ014,Does delayed processing up to 72 hours affect plasma blood clotting potential measured by thrombin generation?,3,blood clotting potential was measured by thrombin generation assay,0.0926,0.0741,0.0833,0.1657,3,3,3
BQ014,Does delayed processing up to 72 hours affect plasma blood clotting potential measured by thrombin generation?,3,delayed processing was tested up to 72 hours,0.1348,0.1348,0.1348,0.2948,2,2,3
BQ014,Does delayed processing up to 72 hours affect plasma blood clotting potential measured by thrombin generation?,3,room temperature and 4 degrees Celsius were tested,0.0935,0.0748,0.0841,0.1697,3,3,3
BQ014,Does delayed processing up to 72 hours affect plasma blood clotting potential measured by thrombin generation?,3,thrombin formation was not significantly affected,0.092,0.092,0.092,0.2316,2,2,2
BQ014,Does delayed processing up to 72 hours affect plasma blood clotting potential measured by thrombin generation?,5,blood clotting potential was measured by thrombin generation assay,0.3636,0.3636,0.3636,0.7525,5,5,5
BQ014,Does delayed processing up to 72 hours affect plasma blood clotting potential measured by thrombin generation?,5,delayed processing was tested up to 72 hours,0.1348,0.1348,0.1348,0.3357,2,2,3
BQ014,Does delayed processing up to 72 hours affect plasma blood clotting potential measured by thrombin generation?,5,room temperature and 4 degrees Celsius were tested,0.0935,0.0748,0.0841,0.1557,3,3,3
BQ014,Does delayed processing up to 72 hours affect plasma blood clotting potential measured by thrombin generation?,5,thrombin formation was not significantly affected,0.0976,0.092,0.0948,0.3071,5,2,2
BQ014,Does delayed processing up to 72 hours affect plasma blood clotting potential measured by thrombin generation?,10,blood clotting potential was measured by thrombin generation assay,0.3636,0.3636,0.3636,0.7105,5,5,5
BQ014,Does delayed processing up to 72 hours affect plasma blood clotting potential measured by thrombin generation?,10,delayed processing was tested up to 72 hours,0.1348,0.1348,0.1348,0.4263,2,2,2
BQ014,Does delayed processing up to 72 hours affect plasma blood clotting potential measured by thrombin generation?,10,room temperature and 4 degrees Celsius were tested,0.1538,0.1538,0.1538,0.1699,8,8,3
BQ014,Does delayed processing up to 72 hours affect plasma blood clotting potential measured by thrombin generation?,10,thrombin formation was not significantly affected,0.0976,0.092,0.0948,0.3039,5,2,2
BQ015,Does long-term storage at minus 20 degrees Celsius versus minus 80 degrees Celsius affect serum metabolomic and proteomic biomarkers?,1,serum samples stored at minus 20 and minus 80 degrees Celsius were compared,0.0,0.0,0.0,0.0,,,
BQ015,Does long-term storage at minus 20 degrees Celsius versus minus 80 degrees Celsius affect serum metabolomic and proteomic biomarkers?,1,193 metabolites and proteins passed quality control,0.0,0.0,0.0,0.0,,,
BQ015,Does long-term storage at minus 20 degrees Celsius versus minus 80 degrees Celsius affect serum metabolomic and proteomic biomarkers?,1,120 analytes were apparently unaffected,0.0,0.0,0.0,0.0,,,
BQ015,Does long-term storage at minus 20 degrees Celsius versus minus 80 degrees Celsius affect serum metabolomic and proteomic biomarkers?,1,15 analytes were clearly susceptible to storage at minus 20 versus minus 80 degrees Celsius,0.0,0.0,0.0,0.0,,,
BQ015,Does long-term storage at minus 20 degrees Celsius versus minus 80 degrees Celsius affect serum metabolomic and proteomic biomarkers?,3,serum samples stored at minus 20 and minus 80 degrees Celsius were compared,0.0,0.0,0.0,0.0,,,
BQ015,Does long-term storage at minus 20 degrees Celsius versus minus 80 degrees Celsius affect serum metabolomic and proteomic biomarkers?,3,193 metabolites and proteins passed quality control,0.0,0.0,0.0,0.0,,,
BQ015,Does long-term storage at minus 20 degrees Celsius versus minus 80 degrees Celsius affect serum metabolomic and proteomic biomarkers?,3,120 analytes were apparently unaffected,0.0,0.0,0.0,0.0,,,
BQ015,Does long-term storage at minus 20 degrees Celsius versus minus 80 degrees Celsius affect serum metabolomic and proteomic biomarkers?,3,15 analytes were clearly susceptible to storage at minus 20 versus minus 80 degrees Celsius,0.0,0.0,0.0,0.0,,,
BQ015,Does long-term storage at minus 20 degrees Celsius versus minus 80 degrees Celsius affect serum metabolomic and proteomic biomarkers?,5,serum samples stored at minus 20 and minus 80 degrees Celsius were compared,0.0,0.0,0.0,0.0,,,
BQ015,Does long-term storage at minus 20 degrees Celsius versus minus 80 degrees Celsius affect serum metabolomic and proteomic biomarkers?,5,193 metabolites and proteins passed quality control,0.0,0.0,0.0,0.0,,,
BQ015,Does long-term storage at minus 20 degrees Celsius versus minus 80 degrees Celsius affect serum metabolomic and proteomic biomarkers?,5,120 analytes were apparently unaffected,0.0,0.0,0.0,0.0,,,
BQ015,Does long-term storage at minus 20 degrees Celsius versus minus 80 degrees Celsius affect serum metabolomic and proteomic biomarkers?,5,15 analytes were clearly susceptible to storage at minus 20 versus minus 80 degrees Celsius,0.0,0.0,0.0,0.0,,,
BQ015,Does long-term storage at minus 20 degrees Celsius versus minus 80 degrees Celsius affect serum metabolomic and proteomic biomarkers?,10,serum samples stored at minus 20 and minus 80 degrees Celsius were compared,0.0,0.0,0.0,0.0,,,
BQ015,Does long-term storage at minus 20 degrees Celsius versus minus 80 degrees Celsius affect serum metabolomic and proteomic biomarkers?,10,193 metabolites and proteins passed quality control,0.0,0.0,0.0,0.0,,,
BQ015,Does long-term storage at minus 20 degrees Celsius versus minus 80 degrees Celsius affect serum metabolomic and proteomic biomarkers?,10,120 analytes were apparently unaffected,0.0,0.0,0.0,0.0,,,
BQ015,Does long-term storage at minus 20 degrees Celsius versus minus 80 degrees Celsius affect serum metabolomic and proteomic biomarkers?,10,15 analytes were clearly susceptible to storage at minus 20 versus minus 80 degrees Celsius,0.0,0.0,0.0,0.0,,,
BQ016,Can serum glutamate/glutamine ratio indicate sub-optimal long-term storage at minus 20 degrees Celsius?,1,glutamate/glutamine ratio greater than 0.20 was identified as a marker,0.0,0.0,0.0,0.0,,,
BQ016,Can serum glutamate/glutamine ratio indicate sub-optimal long-term storage at minus 20 degrees Celsius?,1,the marker discriminated serum stored at minus 20 degrees Celsius from serum stored at minus 80 degrees Celsius,0.0,0.0,0.0,0.0,,,
BQ016,Can serum glutamate/glutamine ratio indicate sub-optimal long-term storage at minus 20 degrees Celsius?,1,the validation result reported very high classification performance,0.0,0.0,0.0,0.0,,,
BQ016,Can serum glutamate/glutamine ratio indicate sub-optimal long-term storage at minus 20 degrees Celsius?,1,the finding was based on type 1 diabetes serum sample datasets,0.0,0.0,0.0,0.0,,,
BQ016,Can serum glutamate/glutamine ratio indicate sub-optimal long-term storage at minus 20 degrees Celsius?,3,glutamate/glutamine ratio greater than 0.20 was identified as a marker,0.0,0.0,0.0,0.0,,,
BQ016,Can serum glutamate/glutamine ratio indicate sub-optimal long-term storage at minus 20 degrees Celsius?,3,the marker discriminated serum stored at minus 20 degrees Celsius from serum stored at minus 80 degrees Celsius,0.0,0.0,0.0,0.0,,,
BQ016,Can serum glutamate/glutamine ratio indicate sub-optimal long-term storage at minus 20 degrees Celsius?,3,the validation result reported very high classification performance,0.0,0.0,0.0,0.0,,,
BQ016,Can serum glutamate/glutamine ratio indicate sub-optimal long-term storage at minus 20 degrees Celsius?,3,the finding was based on type 1 diabetes serum sample datasets,0.0,0.0,0.0,0.0,,,
BQ016,Can serum glutamate/glutamine ratio indicate sub-optimal long-term storage at minus 20 degrees Celsius?,5,glutamate/glutamine ratio greater than 0.20 was identified as a marker,0.0,0.0,0.0,0.0,,,
BQ016,Can serum glutamate/glutamine ratio indicate sub-optimal long-term storage at minus 20 degrees Celsius?,5,the marker discriminated serum stored at minus 20 degrees Celsius from serum stored at minus 80 degrees Celsius,0.0,0.0,0.0,0.0,,,
BQ016,Can serum glutamate/glutamine ratio indicate sub-optimal long-term storage at minus 20 degrees Celsius?,5,the validation result reported very high classification performance,0.0,0.0,0.0,0.0,,,
BQ016,Can serum glutamate/glutamine ratio indicate sub-optimal long-term storage at minus 20 degrees Celsius?,5,the finding was based on type 1 diabetes serum sample datasets,0.0,0.0,0.0,0.0,,,
BQ016,Can serum glutamate/glutamine ratio indicate sub-optimal long-term storage at minus 20 degrees Celsius?,10,glutamate/glutamine ratio greater than 0.20 was identified as a marker,0.0,0.0,0.0,0.0,,,
BQ016,Can serum glutamate/glutamine ratio indicate sub-optimal long-term storage at minus 20 degrees Celsius?,10,the marker discriminated serum stored at minus 20 degrees Celsius from serum stored at minus 80 degrees Celsius,0.0,0.0,0.0,0.0,,,
BQ016,Can serum glutamate/glutamine ratio indicate sub-optimal long-term storage at minus 20 degrees Celsius?,10,the validation result reported very high classification performance,0.0,0.0,0.0,0.0,,,
BQ016,Can serum glutamate/glutamine ratio indicate sub-optimal long-term storage at minus 20 degrees Celsius?,10,the finding was based on type 1 diabetes serum sample datasets,0.0,0.0,0.0,0.0,,,
BQ017,Is glutamine susceptible to long-term serum storage at minus 20 degrees Celsius compared with minus 80 degrees Celsius?,1,glutamine was among analytes affected by storage at minus 20 versus minus 80 degrees Celsius,0.0,0.0,0.0,0.0,,,
BQ017,Is glutamine susceptible to long-term serum storage at minus 20 degrees Celsius compared with minus 80 degrees Celsius?,1,storage time was associated with changes involving glutamine,0.0,0.0,0.0,0.0,,,
BQ017,Is glutamine susceptible to long-term serum storage at minus 20 degrees Celsius compared with minus 80 degrees Celsius?,1,glutamate/glutamine ratio changed with storage time,0.0,0.0,0.0,0.0,,,
BQ017,Is glutamine susceptible to long-term serum storage at minus 20 degrees Celsius compared with minus 80 degrees Celsius?,1,quick separation and storage at minus 80 degrees Celsius are important for optimal glutamine measurement,0.0,0.0,0.0,0.0,,,
BQ017,Is glutamine susceptible to long-term serum storage at minus 20 degrees Celsius compared with minus 80 degrees Celsius?,3,glutamine was among analytes affected by storage at minus 20 versus minus 80 degrees Celsius,0.0,0.0,0.0,0.0,,,
BQ017,Is glutamine susceptible to long-term serum storage at minus 20 degrees Celsius compared with minus 80 degrees Celsius?,3,storage time was associated with changes involving glutamine,0.0,0.0,0.0,0.0,,,
BQ017,Is glutamine susceptible to long-term serum storage at minus 20 degrees Celsius compared with minus 80 degrees Celsius?,3,glutamate/glutamine ratio changed with storage time,0.0,0.0,0.0,0.0,,,
BQ017,Is glutamine susceptible to long-term serum storage at minus 20 degrees Celsius compared with minus 80 degrees Celsius?,3,quick separation and storage at minus 80 degrees Celsius are important for optimal glutamine measurement,0.0,0.0,0.0,0.0,,,
BQ017,Is glutamine susceptible to long-term serum storage at minus 20 degrees Celsius compared with minus 80 degrees Celsius?,5,glutamine was among analytes affected by storage at minus 20 versus minus 80 degrees Celsius,0.0,0.0,0.0,0.0,,,
BQ017,Is glutamine susceptible to long-term serum storage at minus 20 degrees Celsius compared with minus 80 degrees Celsius?,5,storage time was associated with changes involving glutamine,0.0,0.0,0.0,0.0,,,
BQ017,Is glutamine susceptible to long-term serum storage at minus 20 degrees Celsius compared with minus 80 degrees Celsius?,5,glutamate/glutamine ratio changed with storage time,0.0,0.0,0.0,0.0,,,
BQ017,Is glutamine susceptible to long-term serum storage at minus 20 degrees Celsius compared with minus 80 degrees Celsius?,5,quick separation and storage at minus 80 degrees Celsius are important for optimal glutamine measurement,0.0,0.0,0.0,0.0,,,
BQ017,Is glutamine susceptible to long-term serum storage at minus 20 degrees Celsius compared with minus 80 degrees Celsius?,10,glutamine was among analytes affected by storage at minus 20 versus minus 80 degrees Celsius,0.0,0.0,0.0,0.0,,,
BQ017,Is glutamine susceptible to long-term serum storage at minus 20 degrees Celsius compared with minus 80 degrees Celsius?,10,storage time was associated with changes involving glutamine,0.0,0.0,0.0,0.0,,,
BQ017,Is glutamine susceptible to long-term serum storage at minus 20 degrees Celsius compared with minus 80 degrees Celsius?,10,glutamate/glutamine ratio changed with storage time,0.0,0.0,0.0,0.0,,,
BQ017,Is glutamine susceptible to long-term serum storage at minus 20 degrees Celsius compared with minus 80 degrees Celsius?,10,quick separation and storage at minus 80 degrees Celsius are important for optimal glutamine measurement,0.0,0.0,0.0,0.0,,,
BQ018,Do plasma and serum metabolomic profiles depend on pre-analytical factors such as processing delay and freeze-thaw cycles?,1,plasma and serum metabolomic profiles are affected by pre-analytical factors,0.0,0.0,0.0,0.0,,,
BQ018,Do plasma and serum metabolomic profiles depend on pre-analytical factors such as processing delay and freeze-thaw cycles?,1,processing delays are especially important at room temperature,0.0,0.0,0.0,0.0,,,
BQ018,Do plasma and serum metabolomic profiles depend on pre-analytical factors such as processing delay and freeze-thaw cycles?,1,repeated freeze-thaw cycles can alter metabolomic findings,0.0,0.0,0.0,0.0,,,
BQ018,Do plasma and serum metabolomic profiles depend on pre-analytical factors such as processing delay and freeze-thaw cycles?,1,hemolysis and collection time are also relevant factors,0.0,0.0,0.0,0.0,,,
BQ018,Do plasma and serum metabolomic profiles depend on pre-analytical factors such as processing delay and freeze-thaw cycles?,3,plasma and serum metabolomic profiles are affected by pre-analytical factors,0.0,0.0,0.0,0.0,,,
BQ018,Do plasma and serum metabolomic profiles depend on pre-analytical factors such as processing delay and freeze-thaw cycles?,3,processing delays are especially important at room temperature,0.0,0.0,0.0,0.0,,,
BQ018,Do plasma and serum metabolomic profiles depend on pre-analytical factors such as processing delay and freeze-thaw cycles?,3,repeated freeze-thaw cycles can alter metabolomic findings,0.0,0.0,0.0,0.0,,,
BQ018,Do plasma and serum metabolomic profiles depend on pre-analytical factors such as processing delay and freeze-thaw cycles?,3,hemolysis and collection time are also relevant factors,0.0,0.0,0.0,0.0,,,
BQ018,Do plasma and serum metabolomic profiles depend on pre-analytical factors such as processing delay and freeze-thaw cycles?,5,plasma and serum metabolomic profiles are affected by pre-analytical factors,0.0,0.0,0.0,0.0,,,
BQ018,Do plasma and serum metabolomic profiles depend on pre-analytical factors such as processing delay and freeze-thaw cycles?,5,processing delays are especially important at room temperature,0.0,0.0,0.0,0.0,,,
BQ018,Do plasma and serum metabolomic profiles depend on pre-analytical factors such as processing delay and freeze-thaw cycles?,5,repeated freeze-thaw cycles can alter metabolomic findings,0.0,0.0,0.0,0.0,,,
BQ018,Do plasma and serum metabolomic profiles depend on pre-analytical factors such as processing delay and freeze-thaw cycles?,5,hemolysis and collection time are also relevant factors,0.0,0.0,0.0,0.0,,,
BQ018,Do plasma and serum metabolomic profiles depend on pre-analytical factors such as processing delay and freeze-thaw cycles?,10,plasma and serum metabolomic profiles are affected by pre-analytical factors,0.0,0.0,0.0,0.0,,,
BQ018,Do plasma and serum metabolomic profiles depend on pre-analytical factors such as processing delay and freeze-thaw cycles?,10,processing delays are especially important at room temperature,0.0,0.0,0.0,0.0,,,
BQ018,Do plasma and serum metabolomic profiles depend on pre-analytical factors such as processing delay and freeze-thaw cycles?,10,repeated freeze-thaw cycles can alter metabolomic findings,0.0,0.0,0.0,0.0,,,
BQ018,Do plasma and serum metabolomic profiles depend on pre-analytical factors such as processing delay and freeze-thaw cycles?,10,hemolysis and collection time are also relevant factors,0.0,0.0,0.0,0.0,,,
BQ019,Can multiple freeze-thaw cycles alter urine metabolomic findings?,1,urine metabolomic findings can be altered by multiple freeze-thaw cycles,0.1875,0.125,0.1562,0.1757,1,1,1
BQ019,Can multiple freeze-thaw cycles alter urine metabolomic findings?,1,urine collection time and fasting can affect results,0.1613,0.1613,0.1613,0.2402,1,1,1
BQ019,Can multiple freeze-thaw cycles alter urine metabolomic findings?,1,centrifugation conditions and filtration or additives matter,0.1639,0.1311,0.1475,0.2419,1,1,1
BQ019,Can multiple freeze-thaw cycles alter urine metabolomic findings?,1,normalization procedures are also relevant,0.0678,0.0678,0.0678,0.068,1,1,1
BQ019,Can multiple freeze-thaw cycles alter urine metabolomic findings?,3,urine metabolomic findings can be altered by multiple freeze-thaw cycles,0.1875,0.125,0.1562,0.1595,1,1,1
BQ019,Can multiple freeze-thaw cycles alter urine metabolomic findings?,3,urine collection time and fasting can affect results,0.1613,0.1613,0.1613,0.135,1,1,1
BQ019,Can multiple freeze-thaw cycles alter urine metabolomic findings?,3,centrifugation conditions and filtration or additives matter,0.1639,0.1311,0.1475,0.234,1,1,1
BQ019,Can multiple freeze-thaw cycles alter urine metabolomic findings?,3,normalization procedures are also relevant,0.08,0.08,0.08,0.2179,2,2,2
BQ019,Can multiple freeze-thaw cycles alter urine metabolomic findings?,5,urine metabolomic findings can be altered by multiple freeze-thaw cycles,0.1875,0.125,0.1562,0.1975,1,1,1
BQ019,Can multiple freeze-thaw cycles alter urine metabolomic findings?,5,urine collection time and fasting can affect results,0.1613,0.1613,0.1613,0.2191,1,1,1
BQ019,Can multiple freeze-thaw cycles alter urine metabolomic findings?,5,centrifugation conditions and filtration or additives matter,0.1639,0.1311,0.1475,0.2882,1,1,1
BQ019,Can multiple freeze-thaw cycles alter urine metabolomic findings?,5,normalization procedures are also relevant,0.08,0.08,0.08,0.2644,2,2,2
BQ019,Can multiple freeze-thaw cycles alter urine metabolomic findings?,10,urine metabolomic findings can be altered by multiple freeze-thaw cycles,0.1875,0.125,0.1562,0.2449,1,1,1
BQ019,Can multiple freeze-thaw cycles alter urine metabolomic findings?,10,urine collection time and fasting can affect results,0.1613,0.1613,0.1613,0.251,1,1,1
BQ019,Can multiple freeze-thaw cycles alter urine metabolomic findings?,10,centrifugation conditions and filtration or additives matter,0.1639,0.1311,0.1475,0.3025,1,1,1
BQ019,Can multiple freeze-thaw cycles alter urine metabolomic findings?,10,normalization procedures are also relevant,0.08,0.08,0.08,0.2515,2,2,2
BQ020,"Does one freeze-thaw cycle after storage at minus 70 degrees Celsius meaningfully affect common nutritional, NCD, and inflammatory biomarkers in serum?",1,a single freeze-thaw cycle was tested after storage at minus 70 degrees Celsius for one month,0.0,0.0,0.0,0.0,,,
BQ020,"Does one freeze-thaw cycle after storage at minus 70 degrees Celsius meaningfully affect common nutritional, NCD, and inflammatory biomarkers in serum?",1,"13 nutritional, NCD, and inflammatory biomarkers were studied",0.0,0.0,0.0,0.0,,,
BQ020,"Does one freeze-thaw cycle after storage at minus 70 degrees Celsius meaningfully affect common nutritional, NCD, and inflammatory biomarkers in serum?",1,several analytes differed statistically from baseline,0.0,0.0,0.0,0.0,,,
BQ020,"Does one freeze-thaw cycle after storage at minus 70 degrees Celsius meaningfully affect common nutritional, NCD, and inflammatory biomarkers in serum?",1,all observed changes were within acceptable total allowable error limits,0.0,0.0,0.0,0.0,,,
BQ020,"Does one freeze-thaw cycle after storage at minus 70 degrees Celsius meaningfully affect common nutritional, NCD, and inflammatory biomarkers in serum?",1,the overall effect was considered minimal,0.0,0.0,0.0,0.0,,,
BQ020,"Does one freeze-thaw cycle after storage at minus 70 degrees Celsius meaningfully affect common nutritional, NCD, and inflammatory biomarkers in serum?",3,a single freeze-thaw cycle was tested after storage at minus 70 degrees Celsius for one month,0.0,0.0,0.0,0.0,,,
BQ020,"Does one freeze-thaw cycle after storage at minus 70 degrees Celsius meaningfully affect common nutritional, NCD, and inflammatory biomarkers in serum?",3,"13 nutritional, NCD, and inflammatory biomarkers were studied",0.0,0.0,0.0,0.0,,,
BQ020,"Does one freeze-thaw cycle after storage at minus 70 degrees Celsius meaningfully affect common nutritional, NCD, and inflammatory biomarkers in serum?",3,several analytes differed statistically from baseline,0.0,0.0,0.0,0.0,,,
BQ020,"Does one freeze-thaw cycle after storage at minus 70 degrees Celsius meaningfully affect common nutritional, NCD, and inflammatory biomarkers in serum?",3,all observed changes were within acceptable total allowable error limits,0.0,0.0,0.0,0.0,,,
