question_id,question,k,embedding_model,nugget,best_similarity,best_rank
BQ010,Should flow or mass cytometry studies avoid processing delays greater than 5 hours for susceptible PBMC populations?,3,sentence-transformers/all-MiniLM-L6-v2,Treg and CD8+ T cell populations were affected under some refrigerated delay conditions,0.0,
BQ010,Should flow or mass cytometry studies avoid processing delays greater than 5 hours for susceptible PBMC populations?,5,sentence-transformers/all-MiniLM-L6-v2,flow and mass cytometry should avoid delays greater than 5 hours for susceptible cell populations,0.0,
BQ010,Should flow or mass cytometry studies avoid processing delays greater than 5 hours for susceptible PBMC populations?,5,sentence-transformers/all-MiniLM-L6-v2,significant cellular changes were observed at 15 hours at 4 degrees Celsius,0.0,
BQ010,Should flow or mass cytometry studies avoid processing delays greater than 5 hours for susceptible PBMC populations?,5,sentence-transformers/all-MiniLM-L6-v2,live singlets and monocytes were affected,0.0,
BQ010,Should flow or mass cytometry studies avoid processing delays greater than 5 hours for susceptible PBMC populations?,5,sentence-transformers/all-MiniLM-L6-v2,Treg and CD8+ T cell populations were affected under some refrigerated delay conditions,0.0,
BQ010,Should flow or mass cytometry studies avoid processing delays greater than 5 hours for susceptible PBMC populations?,10,sentence-transformers/all-MiniLM-L6-v2,flow and mass cytometry should avoid delays greater than 5 hours for susceptible cell populations,0.0,
BQ010,Should flow or mass cytometry studies avoid processing delays greater than 5 hours for susceptible PBMC populations?,10,sentence-transformers/all-MiniLM-L6-v2,significant cellular changes were observed at 15 hours at 4 degrees Celsius,0.0,
BQ010,Should flow or mass cytometry studies avoid processing delays greater than 5 hours for susceptible PBMC populations?,10,sentence-transformers/all-MiniLM-L6-v2,live singlets and monocytes were affected,0.0,
BQ010,Should flow or mass cytometry studies avoid processing delays greater than 5 hours for susceptible PBMC populations?,10,sentence-transformers/all-MiniLM-L6-v2,Treg and CD8+ T cell populations were affected under some refrigerated delay conditions,0.0,
BQ011,Do processing delays up to 72 hours at room temperature or 4 degrees Celsius significantly affect plasma cytokines?,1,sentence-transformers/all-MiniLM-L6-v2,delayed processing was tested up to 72 hours,0.0,
BQ011,Do processing delays up to 72 hours at room temperature or 4 degrees Celsius significantly affect plasma cytokines?,1,sentence-transformers/all-MiniLM-L6-v2,samples were stored at room temperature or 4 degrees Celsius before processing,0.0,
BQ011,Do processing delays up to 72 hours at room temperature or 4 degrees Celsius significantly affect plasma cytokines?,1,sentence-transformers/all-MiniLM-L6-v2,plasma cytokines did not show significant changes,0.0,
BQ011,Do processing delays up to 72 hours at room temperature or 4 degrees Celsius significantly affect plasma cytokines?,1,sentence-transformers/all-MiniLM-L6-v2,the study included healthy volunteers and ICU patients,0.0,
BQ011,Do processing delays up to 72 hours at room temperature or 4 degrees Celsius significantly affect plasma cytokines?,3,sentence-transformers/all-MiniLM-L6-v2,delayed processing was tested up to 72 hours,0.0,
BQ011,Do processing delays up to 72 hours at room temperature or 4 degrees Celsius significantly affect plasma cytokines?,3,sentence-transformers/all-MiniLM-L6-v2,samples were stored at room temperature or 4 degrees Celsius before processing,0.0,
BQ011,Do processing delays up to 72 hours at room temperature or 4 degrees Celsius significantly affect plasma cytokines?,3,sentence-transformers/all-MiniLM-L6-v2,plasma cytokines did not show significant changes,0.0,
BQ011,Do processing delays up to 72 hours at room temperature or 4 degrees Celsius significantly affect plasma cytokines?,3,sentence-transformers/all-MiniLM-L6-v2,the study included healthy volunteers and ICU patients,0.0,
BQ011,Do processing delays up to 72 hours at room temperature or 4 degrees Celsius significantly affect plasma cytokines?,5,sentence-transformers/all-MiniLM-L6-v2,delayed processing was tested up to 72 hours,0.0,
BQ011,Do processing delays up to 72 hours at room temperature or 4 degrees Celsius significantly affect plasma cytokines?,5,sentence-transformers/all-MiniLM-L6-v2,samples were stored at room temperature or 4 degrees Celsius before processing,0.0,
BQ011,Do processing delays up to 72 hours at room temperature or 4 degrees Celsius significantly affect plasma cytokines?,5,sentence-transformers/all-MiniLM-L6-v2,plasma cytokines did not show significant changes,0.0,
BQ011,Do processing delays up to 72 hours at room temperature or 4 degrees Celsius significantly affect plasma cytokines?,5,sentence-transformers/all-MiniLM-L6-v2,the study included healthy volunteers and ICU patients,0.0,
BQ011,Do processing delays up to 72 hours at room temperature or 4 degrees Celsius significantly affect plasma cytokines?,10,sentence-transformers/all-MiniLM-L6-v2,delayed processing was tested up to 72 hours,0.0,
BQ011,Do processing delays up to 72 hours at room temperature or 4 degrees Celsius significantly affect plasma cytokines?,10,sentence-transformers/all-MiniLM-L6-v2,samples were stored at room temperature or 4 degrees Celsius before processing,0.0,
BQ011,Do processing delays up to 72 hours at room temperature or 4 degrees Celsius significantly affect plasma cytokines?,10,sentence-transformers/all-MiniLM-L6-v2,plasma cytokines did not show significant changes,0.0,
BQ011,Do processing delays up to 72 hours at room temperature or 4 degrees Celsius significantly affect plasma cytokines?,10,sentence-transformers/all-MiniLM-L6-v2,the study included healthy volunteers and ICU patients,0.0,
BQ012,Are plasma chemokines stable after delayed processing up to 72 hours at room temperature or 4 degrees Celsius?,1,sentence-transformers/all-MiniLM-L6-v2,chemokines were measured in plasma,0.0,
BQ012,Are plasma chemokines stable after delayed processing up to 72 hours at room temperature or 4 degrees Celsius?,1,sentence-transformers/all-MiniLM-L6-v2,delayed sample processing reached 72 hours,0.0,
BQ012,Are plasma chemokines stable after delayed processing up to 72 hours at room temperature or 4 degrees Celsius?,1,sentence-transformers/all-MiniLM-L6-v2,room temperature and 4 degrees Celsius storage were tested,0.0,
BQ012,Are plasma chemokines stable after delayed processing up to 72 hours at room temperature or 4 degrees Celsius?,1,sentence-transformers/all-MiniLM-L6-v2,no significant changes were observed for chemokines,0.0,
BQ012,Are plasma chemokines stable after delayed processing up to 72 hours at room temperature or 4 degrees Celsius?,3,sentence-transformers/all-MiniLM-L6-v2,chemokines were measured in plasma,0.0,
BQ012,Are plasma chemokines stable after delayed processing up to 72 hours at room temperature or 4 degrees Celsius?,3,sentence-transformers/all-MiniLM-L6-v2,delayed sample processing reached 72 hours,0.0,
BQ012,Are plasma chemokines stable after delayed processing up to 72 hours at room temperature or 4 degrees Celsius?,3,sentence-transformers/all-MiniLM-L6-v2,room temperature and 4 degrees Celsius storage were tested,0.0,
BQ012,Are plasma chemokines stable after delayed processing up to 72 hours at room temperature or 4 degrees Celsius?,3,sentence-transformers/all-MiniLM-L6-v2,no significant changes were observed for chemokines,0.0,
BQ012,Are plasma chemokines stable after delayed processing up to 72 hours at room temperature or 4 degrees Celsius?,5,sentence-transformers/all-MiniLM-L6-v2,chemokines were measured in plasma,0.0,
BQ012,Are plasma chemokines stable after delayed processing up to 72 hours at room temperature or 4 degrees Celsius?,5,sentence-transformers/all-MiniLM-L6-v2,delayed sample processing reached 72 hours,0.0,
BQ012,Are plasma chemokines stable after delayed processing up to 72 hours at room temperature or 4 degrees Celsius?,5,sentence-transformers/all-MiniLM-L6-v2,room temperature and 4 degrees Celsius storage were tested,0.0,
BQ012,Are plasma chemokines stable after delayed processing up to 72 hours at room temperature or 4 degrees Celsius?,5,sentence-transformers/all-MiniLM-L6-v2,no significant changes were observed for chemokines,0.0,
BQ012,Are plasma chemokines stable after delayed processing up to 72 hours at room temperature or 4 degrees Celsius?,10,sentence-transformers/all-MiniLM-L6-v2,chemokines were measured in plasma,0.0,
BQ012,Are plasma chemokines stable after delayed processing up to 72 hours at room temperature or 4 degrees Celsius?,10,sentence-transformers/all-MiniLM-L6-v2,delayed sample processing reached 72 hours,0.0,
BQ012,Are plasma chemokines stable after delayed processing up to 72 hours at room temperature or 4 degrees Celsius?,10,sentence-transformers/all-MiniLM-L6-v2,room temperature and 4 degrees Celsius storage were tested,0.0,
BQ012,Are plasma chemokines stable after delayed processing up to 72 hours at room temperature or 4 degrees Celsius?,10,sentence-transformers/all-MiniLM-L6-v2,no significant changes were observed for chemokines,0.0,
BQ013,Is plasma cell-free DNA affected by sample processing delays up to 72 hours at room temperature or 4 degrees Celsius?,1,sentence-transformers/all-MiniLM-L6-v2,cfDNA was measured in plasma,0.0,
BQ013,Is plasma cell-free DNA affected by sample processing delays up to 72 hours at room temperature or 4 degrees Celsius?,1,sentence-transformers/all-MiniLM-L6-v2,delays up to 72 hours were tested,0.0,
BQ013,Is plasma cell-free DNA affected by sample processing delays up to 72 hours at room temperature or 4 degrees Celsius?,1,sentence-transformers/all-MiniLM-L6-v2,both room temperature and 4 degrees Celsius were tested,0.0,
BQ013,Is plasma cell-free DNA affected by sample processing delays up to 72 hours at room temperature or 4 degrees Celsius?,1,sentence-transformers/all-MiniLM-L6-v2,no significant changes were observed for cfDNA,0.0,
BQ013,Is plasma cell-free DNA affected by sample processing delays up to 72 hours at room temperature or 4 degrees Celsius?,3,sentence-transformers/all-MiniLM-L6-v2,cfDNA was measured in plasma,0.0,
BQ013,Is plasma cell-free DNA affected by sample processing delays up to 72 hours at room temperature or 4 degrees Celsius?,3,sentence-transformers/all-MiniLM-L6-v2,delays up to 72 hours were tested,0.0,
BQ013,Is plasma cell-free DNA affected by sample processing delays up to 72 hours at room temperature or 4 degrees Celsius?,3,sentence-transformers/all-MiniLM-L6-v2,both room temperature and 4 degrees Celsius were tested,0.0,
BQ013,Is plasma cell-free DNA affected by sample processing delays up to 72 hours at room temperature or 4 degrees Celsius?,3,sentence-transformers/all-MiniLM-L6-v2,no significant changes were observed for cfDNA,0.0,
BQ013,Is plasma cell-free DNA affected by sample processing delays up to 72 hours at room temperature or 4 degrees Celsius?,5,sentence-transformers/all-MiniLM-L6-v2,cfDNA was measured in plasma,0.0,
BQ013,Is plasma cell-free DNA affected by sample processing delays up to 72 hours at room temperature or 4 degrees Celsius?,5,sentence-transformers/all-MiniLM-L6-v2,delays up to 72 hours were tested,0.0,
BQ013,Is plasma cell-free DNA affected by sample processing delays up to 72 hours at room temperature or 4 degrees Celsius?,5,sentence-transformers/all-MiniLM-L6-v2,both room temperature and 4 degrees Celsius were tested,0.0,
BQ013,Is plasma cell-free DNA affected by sample processing delays up to 72 hours at room temperature or 4 degrees Celsius?,5,sentence-transformers/all-MiniLM-L6-v2,no significant changes were observed for cfDNA,0.0,
BQ013,Is plasma cell-free DNA affected by sample processing delays up to 72 hours at room temperature or 4 degrees Celsius?,10,sentence-transformers/all-MiniLM-L6-v2,cfDNA was measured in plasma,0.0,
BQ013,Is plasma cell-free DNA affected by sample processing delays up to 72 hours at room temperature or 4 degrees Celsius?,10,sentence-transformers/all-MiniLM-L6-v2,delays up to 72 hours were tested,0.0,
BQ013,Is plasma cell-free DNA affected by sample processing delays up to 72 hours at room temperature or 4 degrees Celsius?,10,sentence-transformers/all-MiniLM-L6-v2,both room temperature and 4 degrees Celsius were tested,0.0,
BQ013,Is plasma cell-free DNA affected by sample processing delays up to 72 hours at room temperature or 4 degrees Celsius?,10,sentence-transformers/all-MiniLM-L6-v2,no significant changes were observed for cfDNA,0.0,
BQ014,Does delayed processing up to 72 hours affect plasma blood clotting potential measured by thrombin generation?,1,sentence-transformers/all-MiniLM-L6-v2,blood clotting potential was measured by thrombin generation assay,0.3878,1
BQ014,Does delayed processing up to 72 hours affect plasma blood clotting potential measured by thrombin generation?,1,sentence-transformers/all-MiniLM-L6-v2,delayed processing was tested up to 72 hours,0.4114,1
BQ014,Does delayed processing up to 72 hours affect plasma blood clotting potential measured by thrombin generation?,1,sentence-transformers/all-MiniLM-L6-v2,room temperature and 4 degrees Celsius were tested,0.2567,1
BQ014,Does delayed processing up to 72 hours affect plasma blood clotting potential measured by thrombin generation?,1,sentence-transformers/all-MiniLM-L6-v2,thrombin formation was not significantly affected,0.3495,1
BQ014,Does delayed processing up to 72 hours affect plasma blood clotting potential measured by thrombin generation?,3,sentence-transformers/all-MiniLM-L6-v2,blood clotting potential was measured by thrombin generation assay,0.4922,3
BQ014,Does delayed processing up to 72 hours affect plasma blood clotting potential measured by thrombin generation?,3,sentence-transformers/all-MiniLM-L6-v2,delayed processing was tested up to 72 hours,0.4114,1
BQ014,Does delayed processing up to 72 hours affect plasma blood clotting potential measured by thrombin generation?,3,sentence-transformers/all-MiniLM-L6-v2,room temperature and 4 degrees Celsius were tested,0.3125,3
BQ014,Does delayed processing up to 72 hours affect plasma blood clotting potential measured by thrombin generation?,3,sentence-transformers/all-MiniLM-L6-v2,thrombin formation was not significantly affected,0.3653,2
BQ014,Does delayed processing up to 72 hours affect plasma blood clotting potential measured by thrombin generation?,5,sentence-transformers/all-MiniLM-L6-v2,blood clotting potential was measured by thrombin generation assay,0.5809,5
BQ014,Does delayed processing up to 72 hours affect plasma blood clotting potential measured by thrombin generation?,5,sentence-transformers/all-MiniLM-L6-v2,delayed processing was tested up to 72 hours,0.4114,1
BQ014,Does delayed processing up to 72 hours affect plasma blood clotting potential measured by thrombin generation?,5,sentence-transformers/all-MiniLM-L6-v2,room temperature and 4 degrees Celsius were tested,0.3125,3
BQ014,Does delayed processing up to 72 hours affect plasma blood clotting potential measured by thrombin generation?,5,sentence-transformers/all-MiniLM-L6-v2,thrombin formation was not significantly affected,0.37,5
BQ014,Does delayed processing up to 72 hours affect plasma blood clotting potential measured by thrombin generation?,10,sentence-transformers/all-MiniLM-L6-v2,blood clotting potential was measured by thrombin generation assay,0.7582,6
BQ014,Does delayed processing up to 72 hours affect plasma blood clotting potential measured by thrombin generation?,10,sentence-transformers/all-MiniLM-L6-v2,delayed processing was tested up to 72 hours,0.4114,1
BQ014,Does delayed processing up to 72 hours affect plasma blood clotting potential measured by thrombin generation?,10,sentence-transformers/all-MiniLM-L6-v2,room temperature and 4 degrees Celsius were tested,0.3125,3
BQ014,Does delayed processing up to 72 hours affect plasma blood clotting potential measured by thrombin generation?,10,sentence-transformers/all-MiniLM-L6-v2,thrombin formation was not significantly affected,0.4564,6
BQ015,Does long-term storage at minus 20 degrees Celsius versus minus 80 degrees Celsius affect serum metabolomic and proteomic biomarkers?,1,sentence-transformers/all-MiniLM-L6-v2,serum samples stored at minus 20 and minus 80 degrees Celsius were compared,0.0,
BQ015,Does long-term storage at minus 20 degrees Celsius versus minus 80 degrees Celsius affect serum metabolomic and proteomic biomarkers?,1,sentence-transformers/all-MiniLM-L6-v2,193 metabolites and proteins passed quality control,0.0,
BQ015,Does long-term storage at minus 20 degrees Celsius versus minus 80 degrees Celsius affect serum metabolomic and proteomic biomarkers?,1,sentence-transformers/all-MiniLM-L6-v2,120 analytes were apparently unaffected,0.0,
BQ015,Does long-term storage at minus 20 degrees Celsius versus minus 80 degrees Celsius affect serum metabolomic and proteomic biomarkers?,1,sentence-transformers/all-MiniLM-L6-v2,15 analytes were clearly susceptible to storage at minus 20 versus minus 80 degrees Celsius,0.0,
BQ015,Does long-term storage at minus 20 degrees Celsius versus minus 80 degrees Celsius affect serum metabolomic and proteomic biomarkers?,3,sentence-transformers/all-MiniLM-L6-v2,serum samples stored at minus 20 and minus 80 degrees Celsius were compared,0.0,
BQ015,Does long-term storage at minus 20 degrees Celsius versus minus 80 degrees Celsius affect serum metabolomic and proteomic biomarkers?,3,sentence-transformers/all-MiniLM-L6-v2,193 metabolites and proteins passed quality control,0.0,
BQ015,Does long-term storage at minus 20 degrees Celsius versus minus 80 degrees Celsius affect serum metabolomic and proteomic biomarkers?,3,sentence-transformers/all-MiniLM-L6-v2,120 analytes were apparently unaffected,0.0,
BQ015,Does long-term storage at minus 20 degrees Celsius versus minus 80 degrees Celsius affect serum metabolomic and proteomic biomarkers?,3,sentence-transformers/all-MiniLM-L6-v2,15 analytes were clearly susceptible to storage at minus 20 versus minus 80 degrees Celsius,0.0,
BQ015,Does long-term storage at minus 20 degrees Celsius versus minus 80 degrees Celsius affect serum metabolomic and proteomic biomarkers?,5,sentence-transformers/all-MiniLM-L6-v2,serum samples stored at minus 20 and minus 80 degrees Celsius were compared,0.0,
BQ015,Does long-term storage at minus 20 degrees Celsius versus minus 80 degrees Celsius affect serum metabolomic and proteomic biomarkers?,5,sentence-transformers/all-MiniLM-L6-v2,193 metabolites and proteins passed quality control,0.0,
BQ015,Does long-term storage at minus 20 degrees Celsius versus minus 80 degrees Celsius affect serum metabolomic and proteomic biomarkers?,5,sentence-transformers/all-MiniLM-L6-v2,120 analytes were apparently unaffected,0.0,
BQ015,Does long-term storage at minus 20 degrees Celsius versus minus 80 degrees Celsius affect serum metabolomic and proteomic biomarkers?,5,sentence-transformers/all-MiniLM-L6-v2,15 analytes were clearly susceptible to storage at minus 20 versus minus 80 degrees Celsius,0.0,
BQ015,Does long-term storage at minus 20 degrees Celsius versus minus 80 degrees Celsius affect serum metabolomic and proteomic biomarkers?,10,sentence-transformers/all-MiniLM-L6-v2,serum samples stored at minus 20 and minus 80 degrees Celsius were compared,0.0,
BQ015,Does long-term storage at minus 20 degrees Celsius versus minus 80 degrees Celsius affect serum metabolomic and proteomic biomarkers?,10,sentence-transformers/all-MiniLM-L6-v2,193 metabolites and proteins passed quality control,0.0,
BQ015,Does long-term storage at minus 20 degrees Celsius versus minus 80 degrees Celsius affect serum metabolomic and proteomic biomarkers?,10,sentence-transformers/all-MiniLM-L6-v2,120 analytes were apparently unaffected,0.0,
BQ015,Does long-term storage at minus 20 degrees Celsius versus minus 80 degrees Celsius affect serum metabolomic and proteomic biomarkers?,10,sentence-transformers/all-MiniLM-L6-v2,15 analytes were clearly susceptible to storage at minus 20 versus minus 80 degrees Celsius,0.0,
BQ016,Can serum glutamate/glutamine ratio indicate sub-optimal long-term storage at minus 20 degrees Celsius?,1,sentence-transformers/all-MiniLM-L6-v2,glutamate/glutamine ratio greater than 0.20 was identified as a marker,0.0,
BQ016,Can serum glutamate/glutamine ratio indicate sub-optimal long-term storage at minus 20 degrees Celsius?,1,sentence-transformers/all-MiniLM-L6-v2,the marker discriminated serum stored at minus 20 degrees Celsius from serum stored at minus 80 degrees Celsius,0.0,
BQ016,Can serum glutamate/glutamine ratio indicate sub-optimal long-term storage at minus 20 degrees Celsius?,1,sentence-transformers/all-MiniLM-L6-v2,the validation result reported very high classification performance,0.0,
BQ016,Can serum glutamate/glutamine ratio indicate sub-optimal long-term storage at minus 20 degrees Celsius?,1,sentence-transformers/all-MiniLM-L6-v2,the finding was based on type 1 diabetes serum sample datasets,0.0,
BQ016,Can serum glutamate/glutamine ratio indicate sub-optimal long-term storage at minus 20 degrees Celsius?,3,sentence-transformers/all-MiniLM-L6-v2,glutamate/glutamine ratio greater than 0.20 was identified as a marker,0.0,
BQ016,Can serum glutamate/glutamine ratio indicate sub-optimal long-term storage at minus 20 degrees Celsius?,3,sentence-transformers/all-MiniLM-L6-v2,the marker discriminated serum stored at minus 20 degrees Celsius from serum stored at minus 80 degrees Celsius,0.0,
BQ016,Can serum glutamate/glutamine ratio indicate sub-optimal long-term storage at minus 20 degrees Celsius?,3,sentence-transformers/all-MiniLM-L6-v2,the validation result reported very high classification performance,0.0,
BQ016,Can serum glutamate/glutamine ratio indicate sub-optimal long-term storage at minus 20 degrees Celsius?,3,sentence-transformers/all-MiniLM-L6-v2,the finding was based on type 1 diabetes serum sample datasets,0.0,
BQ016,Can serum glutamate/glutamine ratio indicate sub-optimal long-term storage at minus 20 degrees Celsius?,5,sentence-transformers/all-MiniLM-L6-v2,glutamate/glutamine ratio greater than 0.20 was identified as a marker,0.0,
BQ016,Can serum glutamate/glutamine ratio indicate sub-optimal long-term storage at minus 20 degrees Celsius?,5,sentence-transformers/all-MiniLM-L6-v2,the marker discriminated serum stored at minus 20 degrees Celsius from serum stored at minus 80 degrees Celsius,0.0,
BQ016,Can serum glutamate/glutamine ratio indicate sub-optimal long-term storage at minus 20 degrees Celsius?,5,sentence-transformers/all-MiniLM-L6-v2,the validation result reported very high classification performance,0.0,
BQ016,Can serum glutamate/glutamine ratio indicate sub-optimal long-term storage at minus 20 degrees Celsius?,5,sentence-transformers/all-MiniLM-L6-v2,the finding was based on type 1 diabetes serum sample datasets,0.0,
BQ016,Can serum glutamate/glutamine ratio indicate sub-optimal long-term storage at minus 20 degrees Celsius?,10,sentence-transformers/all-MiniLM-L6-v2,glutamate/glutamine ratio greater than 0.20 was identified as a marker,0.0,
BQ016,Can serum glutamate/glutamine ratio indicate sub-optimal long-term storage at minus 20 degrees Celsius?,10,sentence-transformers/all-MiniLM-L6-v2,the marker discriminated serum stored at minus 20 degrees Celsius from serum stored at minus 80 degrees Celsius,0.0,
BQ016,Can serum glutamate/glutamine ratio indicate sub-optimal long-term storage at minus 20 degrees Celsius?,10,sentence-transformers/all-MiniLM-L6-v2,the validation result reported very high classification performance,0.0,
BQ016,Can serum glutamate/glutamine ratio indicate sub-optimal long-term storage at minus 20 degrees Celsius?,10,sentence-transformers/all-MiniLM-L6-v2,the finding was based on type 1 diabetes serum sample datasets,0.0,
BQ017,Is glutamine susceptible to long-term serum storage at minus 20 degrees Celsius compared with minus 80 degrees Celsius?,1,sentence-transformers/all-MiniLM-L6-v2,glutamine was among analytes affected by storage at minus 20 versus minus 80 degrees Celsius,0.0,
BQ017,Is glutamine susceptible to long-term serum storage at minus 20 degrees Celsius compared with minus 80 degrees Celsius?,1,sentence-transformers/all-MiniLM-L6-v2,storage time was associated with changes involving glutamine,0.0,
BQ017,Is glutamine susceptible to long-term serum storage at minus 20 degrees Celsius compared with minus 80 degrees Celsius?,1,sentence-transformers/all-MiniLM-L6-v2,glutamate/glutamine ratio changed with storage time,0.0,
BQ017,Is glutamine susceptible to long-term serum storage at minus 20 degrees Celsius compared with minus 80 degrees Celsius?,1,sentence-transformers/all-MiniLM-L6-v2,quick separation and storage at minus 80 degrees Celsius are important for optimal glutamine measurement,0.0,
BQ017,Is glutamine susceptible to long-term serum storage at minus 20 degrees Celsius compared with minus 80 degrees Celsius?,3,sentence-transformers/all-MiniLM-L6-v2,glutamine was among analytes affected by storage at minus 20 versus minus 80 degrees Celsius,0.0,
BQ017,Is glutamine susceptible to long-term serum storage at minus 20 degrees Celsius compared with minus 80 degrees Celsius?,3,sentence-transformers/all-MiniLM-L6-v2,storage time was associated with changes involving glutamine,0.0,
BQ017,Is glutamine susceptible to long-term serum storage at minus 20 degrees Celsius compared with minus 80 degrees Celsius?,3,sentence-transformers/all-MiniLM-L6-v2,glutamate/glutamine ratio changed with storage time,0.0,
BQ017,Is glutamine susceptible to long-term serum storage at minus 20 degrees Celsius compared with minus 80 degrees Celsius?,3,sentence-transformers/all-MiniLM-L6-v2,quick separation and storage at minus 80 degrees Celsius are important for optimal glutamine measurement,0.0,
BQ017,Is glutamine susceptible to long-term serum storage at minus 20 degrees Celsius compared with minus 80 degrees Celsius?,5,sentence-transformers/all-MiniLM-L6-v2,glutamine was among analytes affected by storage at minus 20 versus minus 80 degrees Celsius,0.0,
BQ017,Is glutamine susceptible to long-term serum storage at minus 20 degrees Celsius compared with minus 80 degrees Celsius?,5,sentence-transformers/all-MiniLM-L6-v2,storage time was associated with changes involving glutamine,0.0,
BQ017,Is glutamine susceptible to long-term serum storage at minus 20 degrees Celsius compared with minus 80 degrees Celsius?,5,sentence-transformers/all-MiniLM-L6-v2,glutamate/glutamine ratio changed with storage time,0.0,
BQ017,Is glutamine susceptible to long-term serum storage at minus 20 degrees Celsius compared with minus 80 degrees Celsius?,5,sentence-transformers/all-MiniLM-L6-v2,quick separation and storage at minus 80 degrees Celsius are important for optimal glutamine measurement,0.0,
BQ017,Is glutamine susceptible to long-term serum storage at minus 20 degrees Celsius compared with minus 80 degrees Celsius?,10,sentence-transformers/all-MiniLM-L6-v2,glutamine was among analytes affected by storage at minus 20 versus minus 80 degrees Celsius,0.0,
BQ017,Is glutamine susceptible to long-term serum storage at minus 20 degrees Celsius compared with minus 80 degrees Celsius?,10,sentence-transformers/all-MiniLM-L6-v2,storage time was associated with changes involving glutamine,0.0,
BQ017,Is glutamine susceptible to long-term serum storage at minus 20 degrees Celsius compared with minus 80 degrees Celsius?,10,sentence-transformers/all-MiniLM-L6-v2,glutamate/glutamine ratio changed with storage time,0.0,
BQ017,Is glutamine susceptible to long-term serum storage at minus 20 degrees Celsius compared with minus 80 degrees Celsius?,10,sentence-transformers/all-MiniLM-L6-v2,quick separation and storage at minus 80 degrees Celsius are important for optimal glutamine measurement,0.0,
BQ018,Do plasma and serum metabolomic profiles depend on pre-analytical factors such as processing delay and freeze-thaw cycles?,1,sentence-transformers/all-MiniLM-L6-v2,plasma and serum metabolomic profiles are affected by pre-analytical factors,0.0,
BQ018,Do plasma and serum metabolomic profiles depend on pre-analytical factors such as processing delay and freeze-thaw cycles?,1,sentence-transformers/all-MiniLM-L6-v2,processing delays are especially important at room temperature,0.0,
BQ018,Do plasma and serum metabolomic profiles depend on pre-analytical factors such as processing delay and freeze-thaw cycles?,1,sentence-transformers/all-MiniLM-L6-v2,repeated freeze-thaw cycles can alter metabolomic findings,0.0,
BQ018,Do plasma and serum metabolomic profiles depend on pre-analytical factors such as processing delay and freeze-thaw cycles?,1,sentence-transformers/all-MiniLM-L6-v2,hemolysis and collection time are also relevant factors,0.0,
BQ018,Do plasma and serum metabolomic profiles depend on pre-analytical factors such as processing delay and freeze-thaw cycles?,3,sentence-transformers/all-MiniLM-L6-v2,plasma and serum metabolomic profiles are affected by pre-analytical factors,0.0,
BQ018,Do plasma and serum metabolomic profiles depend on pre-analytical factors such as processing delay and freeze-thaw cycles?,3,sentence-transformers/all-MiniLM-L6-v2,processing delays are especially important at room temperature,0.0,
BQ018,Do plasma and serum metabolomic profiles depend on pre-analytical factors such as processing delay and freeze-thaw cycles?,3,sentence-transformers/all-MiniLM-L6-v2,repeated freeze-thaw cycles can alter metabolomic findings,0.0,
BQ018,Do plasma and serum metabolomic profiles depend on pre-analytical factors such as processing delay and freeze-thaw cycles?,3,sentence-transformers/all-MiniLM-L6-v2,hemolysis and collection time are also relevant factors,0.0,
BQ018,Do plasma and serum metabolomic profiles depend on pre-analytical factors such as processing delay and freeze-thaw cycles?,5,sentence-transformers/all-MiniLM-L6-v2,plasma and serum metabolomic profiles are affected by pre-analytical factors,0.0,
BQ018,Do plasma and serum metabolomic profiles depend on pre-analytical factors such as processing delay and freeze-thaw cycles?,5,sentence-transformers/all-MiniLM-L6-v2,processing delays are especially important at room temperature,0.0,
BQ018,Do plasma and serum metabolomic profiles depend on pre-analytical factors such as processing delay and freeze-thaw cycles?,5,sentence-transformers/all-MiniLM-L6-v2,repeated freeze-thaw cycles can alter metabolomic findings,0.0,
BQ018,Do plasma and serum metabolomic profiles depend on pre-analytical factors such as processing delay and freeze-thaw cycles?,5,sentence-transformers/all-MiniLM-L6-v2,hemolysis and collection time are also relevant factors,0.0,
BQ018,Do plasma and serum metabolomic profiles depend on pre-analytical factors such as processing delay and freeze-thaw cycles?,10,sentence-transformers/all-MiniLM-L6-v2,plasma and serum metabolomic profiles are affected by pre-analytical factors,0.0,
BQ018,Do plasma and serum metabolomic profiles depend on pre-analytical factors such as processing delay and freeze-thaw cycles?,10,sentence-transformers/all-MiniLM-L6-v2,processing delays are especially important at room temperature,0.0,
BQ018,Do plasma and serum metabolomic profiles depend on pre-analytical factors such as processing delay and freeze-thaw cycles?,10,sentence-transformers/all-MiniLM-L6-v2,repeated freeze-thaw cycles can alter metabolomic findings,0.0,
BQ018,Do plasma and serum metabolomic profiles depend on pre-analytical factors such as processing delay and freeze-thaw cycles?,10,sentence-transformers/all-MiniLM-L6-v2,hemolysis and collection time are also relevant factors,0.0,
BQ019,Can multiple freeze-thaw cycles alter urine metabolomic findings?,1,sentence-transformers/all-MiniLM-L6-v2,urine metabolomic findings can be altered by multiple freeze-thaw cycles,0.8129,1
BQ019,Can multiple freeze-thaw cycles alter urine metabolomic findings?,1,sentence-transformers/all-MiniLM-L6-v2,urine collection time and fasting can affect results,0.6404,1
BQ019,Can multiple freeze-thaw cycles alter urine metabolomic findings?,1,sentence-transformers/all-MiniLM-L6-v2,centrifugation conditions and filtration or additives matter,0.2302,1
